"o","p","region","k","model"
3.3322045101752,3.79849139044268,"3.83111133596462",3,"STK"
3.91202300542815,3.82129821824778,"3.83111133596462",3,"STK"
2.77258872223978,2.9002367669488,"2.96704993909177",3,"STK"
3.2188758248682,2.96745153272208,"2.96704993909177",3,"STK"
3.40119738166216,3.66744323930485,"3.36163499440395",3,"STK"
3.97029191355212,4.14544377037162,"3.83111133596462",3,"STK"
2.07944154167984,2.83111905702123,"2.96704993909177",3,"STK"
1.09861228866811,2.95796357942438,"2.96704993909177",3,"STK"
3.40119738166216,2.87882227663892,"2.96704993909177",3,"STK"
3.04452243772342,3.05836647888763,"3.36163499440395",3,"STK"
2.77258872223978,3.21859037111488,"3.36163499440395",3,"STK"
4.93447393313069,3.744165069614,"3.83111133596462",3,"STK"
5.04985600724954,3.7717233582042,"3.83111133596462",3,"STK"
3.71357206670431,2.84346737298444,"2.96704993909177",3,"STK"
4.59511985013459,4.02694960978234,"3.83111133596462",3,"STK"
3.87120101090789,4.27619876075779,"3.83111133596462",3,"STK"
4.33073334028633,4.15059373593166,"3.83111133596462",3,"STK"
4.23410650459726,4.23186392603828,"3.83111133596462",3,"STK"
4.06044301054642,3.74494163308126,"3.83111133596462",3,"STK"
4.53259949315326,4.09436773808302,"3.83111133596462",3,"STK"
4.35670882668959,4.11681723283257,"3.83111133596462",3,"STK"
4.60517018598809,3.90999199629514,"3.83111133596462",3,"STK"
3.63758615972639,3.744165069614,"3.83111133596462",3,"STK"
4.26267987704132,3.79389219589452,"3.83111133596462",3,"STK"
4.00733318523247,3.74417070778337,"3.83111133596462",3,"STK"
3.98898404656427,2.80658603569826,"2.96704993909177",3,"STK"
4.0943445622221,4.4574010812108,"3.36163499440395",3,"STK"
2.77258872223978,3.58196799961327,"3.36163499440395",3,"STK"
2.89037175789616,3.744165069614,"3.83111133596462",3,"STK"
1.94591014905531,2.7882390914005,"2.96704993909177",3,"STK"
4.77912349311153,4.06071407179535,"3.36163499440395",3,"STK"
3.09104245335832,2.81025202087896,"2.96704993909177",3,"STK"
2.30258509299405,3.15156335638426,"3.36163499440395",3,"STK"
3.2188758248682,3.60760173575717,"3.36163499440395",3,"STK"
3.29583686600433,2.85738467993118,"2.96704993909177",3,"STK"
4.14313472639153,3.744165069614,"3.83111133596462",3,"STK"
3.04452243772342,2.80250484618721,"2.96704993909177",3,"STK"
3.55534806148941,3.744165069614,"3.83111133596462",3,"STK"
4.55387689160054,3.76856665412497,"3.36163499440395",3,"STK"
4.17438726989564,3.81311028870247,"3.36163499440395",3,"STK"
4.67282883446191,3.744165069614,"3.83111133596462",3,"STK"
3.98898404656427,3.56906370323558,"3.36163499440395",3,"STK"
4.38202663467388,3.744165069614,"3.83111133596462",3,"STK"
5.12989871492307,3.95123304454227,"3.36163499440395",3,"STK"
3.66356164612965,2.87498580791122,"2.96704993909177",3,"STK"
4.4188406077966,4.26286022692356,"3.36163499440395",3,"STK"
3.52636052461616,4.05831406264722,"3.36163499440395",3,"STK"
4.67282883446191,4.00599338995965,"3.83111133596462",3,"STK"
2.484906649788,2.89226081752409,"2.96704993909177",3,"STK"
2.70805020110221,2.83387179865456,"2.96704993909177",3,"STK"
3.25809653802148,2.8642699061759,"2.96704993909177",3,"STK"
1.79175946922805,3.07625452701787,"3.36163499440395",3,"STK"
4.15888308335967,3.744165069614,"3.83111133596462",3,"STK"
4.34380542185368,3.744165069614,"3.83111133596462",3,"STK"
3.46573590279973,4.13404669143707,"3.36163499440395",3,"STK"
2.07944154167984,2.748808912481,"2.96704993909177",3,"STK"
4.47733681447821,4.14570178192069,"3.36163499440395",3,"STK"
2.07944154167984,3.0130596724431,"3.36163499440395",3,"STK"
3.40119738166216,3.18086516062463,"3.36163499440395",3,"STK"
2.70805020110221,2.88476823162263,"2.96704993909177",3,"STK"
2.89037175789616,2.83956643941866,"2.96704993909177",3,"STK"
3.52636052461616,3.08841927232494,"3.36163499440395",3,"STK"
2.39789527279837,2.86977248599334,"2.96704993909177",3,"STK"
3.63758615972639,3.744165069614,"3.83111133596462",3,"STK"
3.61091791264422,3.744165069614,"3.83111133596462",3,"STK"
3.36729582998647,2.86722341575437,"2.96704993909177",3,"STK"
2.77258872223978,2.85559334471401,"2.96704993909177",3,"STK"
3.95124371858143,2.92799344924738,"2.96704993909177",3,"STK"
2.56494935746154,3.16269780277498,"3.36163499440395",3,"STK"
3.36729582998647,2.90281841424518,"2.96704993909177",3,"STK"
2.99573227355399,2.88499437636504,"2.96704993909177",3,"STK"
3.46573590279973,2.97702070509229,"2.96704993909177",3,"STK"
5.1624976434055,4.32938299802001,"3.83111133596462",3,"STK"
2.94443897916644,2.89180197325978,"2.96704993909177",3,"STK"
